"REF_DATE","GEO","DGUID","Funder","Performer","Science type","Prices","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Funder: total, all sectors","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617750","1.1.8.2.1","189","","","","0"
"2022","Canada","2016A000011124","Funder: total, all sectors","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617750","1.1.8.2.1","171","","","","0"
"2023","Canada","2016A000011124","Funder: total, all sectors","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617750","1.1.8.2.1","172","","","","0"
"2000","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","3546","","","","0"
"2001","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","4083","","","","0"
"2002","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","4234","","","","0"
"2003","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","4512","","","","0"
"2004","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","4635","","","","0"
"2005","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5242","","","","0"
"2006","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5214","","","","0"
"2007","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5482","","","","0"
"2008","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5709","","","","0"
"2009","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5951","","","","0"
"2010","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","6318","","","","0"
"2011","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","6094","","","","0"
"2012","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5970","","","","0"
"2013","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","6017","","","","0"
"2014","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","6122","","","","0"
"2015","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5622","","","","0"
"2016","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","5982","","","","0"
"2017","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","6589","","","","0"
"2018","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","6908","","","","0"
"2019","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","7059","","","","0"
"2020","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","8325","","","","0"
"2021","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","7771","","","","0"
"2022","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","7954","","","","0"
"2023","Canada","2016A000011124","Funder: federal government sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682133","1.2.1.2.1","8156","","","","0"
"2000","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2010","","","","0"
"2001","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2032","","","","0"
"2002","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2108","","","","0"
"2003","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2012","","","","0"
"2004","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2012","","","","0"
"2005","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2331","","","","0"
"2006","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2423","","","","0"
"2007","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2456","","","","0"
"2008","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2523","","","","0"
"2009","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2684","","","","0"
"2010","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2792","","","","0"
"2011","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2446","","","","0"
"2012","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2379","","","","0"
"2013","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2503","","","","0"
"2014","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2551","","","","0"
"2015","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2017","","","","0"
"2016","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","1996","","","","0"
"2017","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2196","","","","0"
"2018","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2317","","","","0"
"2019","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2295","","","","0"
"2020","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2775","","","","0"
"2021","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2317","","","","0"
"2022","Canada","2016A000011124","Funder: federal government sector","Performer: federal government sector","Total sciences","Current prices","Dollars","81","millions","6","v617481","1.2.2.2.1","2411","","","","0"
